filmid	title	actor
RSa5	T:Vanishing Point	Bob Donner
RSa20	T:Sunburn	Art Carney
RSB5	T:Jack the Ripper	Betty McDowell
RsG10	T:200 Cigarettes	Ben Affleck
RsG10	T:200 Cigarettes	Martha Plimpton
RsG10	T:200 Cigarettes	Paul Rudd
RSh15	T:White Men Can't Jump	Marques Johnson
RSh15	T:White Men Can't Jump	Nigel Miguel
RSi17	T:Son of Dracula	Louise Albritton
RSi18	T:Cobra Woman	Lon Chaney,~jr.
RSi18	T:Cobra Woman	Lou Collier
RSi18	T:Cobra Woman	Mary Nash
RSi18	T:Cobra Woman	Moroni Olsen
RSi20	T:Phantom Lady	Alan Baxter
RSi20	T:Phantom Lady	Andrew Tombes
RSi25	T:The Spiral Staircase	Rhonda Fleming
RSi30	T:The Killers	Albert Dekker
RSi45	T:The Crimson Pirate	Margot Grahame
RSl10	TZ:Big Foot	Lindsay Crosby
RSp8	T:Terror Train	Ben Johnson
RSp10	TZ:Under Fire	Nick Nolte
RSp20	T:and the Band Played On	Matthew Modine
RSp20	T:and the Band Played On	Lily Tomlin
RSp20	T:and the Band Played On	Alan Alda
RSp20	T:and the Band Played On	Phil Collins
RSp20	T:and the Band Played On	Magic Johnson
RSp24	T:Tomorrow Never Dies	Pierce Brosnan
RSp24	T:Tomorrow Never Dies	Michelle Yeoh
RSt104	T:You Got to Have Luck	Marisa Pavan
RSt105	T:The Older Sister	Polly Rowles
RSt105	T:The Older Sister	Pat Hitchcock
RSt109	T:Portrait of Jocelyn	Oland Soule
RSt110	T:Never Again	Phyllis Thaxter
RSt112	T:The Baby Sitter	Reba Tassel
RSt112	T:The Baby Sitter	Ray Teal
RSt114	T:Momentum	Mike Ragan
RSt114	T:Momentum	Billy Newell
RSt116	T:None are so Blind	Lillian Bronson
RSt319	T:Manacled	William Redfield
RSt319	T:Manacled	Betty Hanford
RSt320	T:Number Twenty-two	Ray Real
RSt320	T:Number Twenty-two	Mike Ross
RSt323	T:I Killed the Count	Anthony Dawson
RSt326	T:The Glass Eye	William Shatner
RSt326	T:The Glass Eye	Billy Barty
RSt327	T:Heart of Gold	Nehemiah Persoff
RSt330	T:Miss Bracegirdle Does her Duty	Mildred Natwick
RSt332	T:Foghorn	William Yip
RSt334	T:The Canary Sedan	Murray Matheson
RSt337	T:A Man with a Problem	Bartlett Robinson
RSt339	T:I'll Take Care of You	Arthur Batanides
RSt339	T:I'll Take Care of You	Rad Fulton
RSt342	T:Appointment at Eleven	Norma Crane
RtB10	T:Journal d'un Cur\'e de Campagne	Armand Guibert
RtB10	T:Journal d'un Cur\'e de Campagne	Nicole Ladmiral
RT10	T:Personal Best	Mariel Hemingway
RT10	T:Personal Best	Patrice Donnelly
RT20	T:Tequila Sunrise	Arliss Howard
RT20	T:Tequila Sunrise	Ann Magnuson
RTa14	T:Tank Girl	Lori Petty
RtB8	T:Journal d'un Cuire de Campagne	Nicole Ladmiral
RtB8	T:Journal d'un Cuire de Campagne	Nicole Laurey
RtD10	T:The Long Silence	Michael Rennie
RtD12	T:Behind the Locked Door	Lynnn Loring
RTh3	T:Tarzan Escapes	Benita Hume
RTh4	T:Three Loves has Nancy	Reginald Owen
RTh6	T:Huckleberry Finn	Mickey Roonie
RTh6	T:Huckleberry Finn	Walter Connolly
RTh6	T:Huckleberry Finn	Rex Ingram
RTh8	T:Wyoming	Marjorie Main
RTh8	T:Wyoming	Ann Rutherford
RTh9	T:Tarzan's Secret Treasure	Philip Dorn
RTh9	T:Tarzan's Secret Treasure	Barry Fitzgerald
RTh9	T:Tarzan's Secret Treasure	Reginald Owen
RTh10	T:Tarzan's New York Adventure	Paul Kelly
RTh10	T:Tarzan's New York Adventure	Miles Mander
RTh10	T:Tarzan's New York Adventure	Mantan Moreland
RTh12	T:Above Suspicion	Basil Rathbone
RTh12	T:Above Suspicion	Reginal Owen
RTh12	T:Above Suspicion	Richard Ainley
RTh25	T:The Sun Comes Up	Lloyd Nolan
RTh27	T:Three Little Words	Phil Regan
RTh27	T:Three Little Words	Paul Harvey
RTh35	T:The Prisoner of Zenda	Louis Calhern
RTh35	T:The Prisoner of Zenda	Peter Bracco
RTh42	T:The Student Prince	Ann Blyth
RTh42	T:The Student Prince	Louis Calhern
RTh42	T:The Student Prince	Betta St.John
RTh52	T:The Venetian Affair	Luciana Paluzzi
RTu1	T:Tightrope	Alison Eastwood
RtW10	T:Medea	Paul Sparke
RtY15	T:Fierce Creatures	Michael Palin
RuB10	T:The Girl in the Kremlin	Maurice Manson
RuB10	T:The Girl in the Kremlin	Zsa Zsa Gabor
RuB10	T:The Girl in the Kremlin	William Schallert
RuC10	T:Fear of a Black Hat	Mark Chrisopher Lawrence
RuJ8	T:The Cat Creeps	Neil Hamilton
RuJ8	T:The Cat Creeps	Lilyan Tashman
RuJ8	T:The Cat Creeps	Montagu Love
RuM30	T:Faster Pussycat! Kill! Kill!	Lori Williams
RuM37	T:Beyond the Valley of the Dolls	Marcia McBroom
RuM37	T:Beyond the Valley of the Dolls	Michael Blodgett
RuM40	T:The Seven Minutes	Philip Carey
RVD10	TZ:Family Enforcer	Lou Crisoula
RVL10	T:The Count of Monte Cristo	Louis Calhern
RVL10	T:The Count of Monte Cristo	Raymond Walburn
RVL10	T:The Count of Monte Cristo	O.P. Heggie
RVL14	T:The Three Musketeers	Walter Abel
RVL14	T:The Three Musketeers	Paul Lukas
RVL14	T:The Three Musketeers	Onslow Stevens
RVL14	T:The Three Musketeers	Nigel deBrulier
RVL16	T:Love From A Stranger	Binnie Hale
RVL25	T:Mother Carey's Chickens	Anne Shirley
RVL25	T:Mother Carey's Chickens	Walter Brennan
RVL25	T:Mother Carey's Chickens	Otto Kruger
RVL25	T:Mother Carey's Chickens	Margaret Hamilton
RVL28	T:The Son of Frankenstein	Bela Lugosi
RVL30	T:Tower of London	Nan Grey
RVL32	T:The Son of Monte Christo	Lionel Royce
RvP6	T:Underground and Emigrants	Al Carmines
RvP6	T:Underground and Emigrants	Andy Warhol
RWa10	T:The Shopworn Angel	Nancy Carroll
RWa12	T:Seven Days Leave	Beryl Mercer
RWa12	T:Seven Days Leave	Nora Cecil
RWa12	T:Seven Days Leave	Arthur Hoyt
RWa12	T:Seven Days Leave	Basil Radford
RWa50	T:Young at Heart	Billie Burke
RWa50	T:Young at Heart	Minnie Depree
RWa50	T:Young at Heart	Paulette Goddard
RWa50	T:Young at Heart	Richard Carlson
RWa65	T:A Girl, a Guy, and a Gob	Lloyd Corrigan
RWa72	T:A Night to Remember	Loretta Young
RWa72	T:A Night to Remember	William Wright
RWa72	T:A Night to Remember	Blanche Yurka
RWa90	T:Sinbad the Sailor	Mike Mazurki
RWa90	T:Sinbad the Sailor	Barry Mitchell
RWB25	T:I'll Never Forget You	Anne Bancroft
RWB32	T:Don't Bother to Knock	Marilyn Monroe
RWB32	T:Don't Bother to Knock	Anne Bancroft
RWB33	T:Inferno	Rhonda Fleming
RWB42	T:The One that got Away	Michael Goodlife
RWB42	T:The One that got Away	Alec McGowen
RWB45	T:A Night to Remember	Michael Goodliffe
RWB45	T:A Night to Remember	Anthony Bushell
RWB45	T:A Night to Remember	Ralph Michael
RWB45	T:A Night to Remember	Michael Bryant
RWB58	T:Quatermass and the Pit	Andrew Keir
RWB58	T:Quatermass and the Pit	Barbara Shelley
RWe10	T:Twelfth Night	Nicky Gentile
RWe10	T:Twelfth Night	Arthur Maris
RWe10	T:Twelfth Night	Alan Coeberge
RWe10	T:Twelfth Night	Ajita Wist
RWF1	T:Why does Herr R run amok	Amadeus Fengler
RWF3	T:Gods of the Plague	Margarethe vonTrotta
RWF4	T:The American Soldier	Margarethe vonTrotta
RWF6	T:Beware of a Holy Whore	Lou Castel
RWF6	T:Beware of a Holy Whore	Rainer Fassbinder
RWF7	T:The American Soldier	Margaretha vonTrotta
RWF10	T:The Bitter Tears of Petra von Kant	Margit Carstensen
RWF15	T:Ali: Fear Eats the Soul	Barbara Valentin
RWF18	T:Fox and his friends	Rainer Fassbinder
RWF22	T:Chinese Roulette	Andrea Schroeber
RWF22	T:Chinese Roulette	Ana Karina
RWF22	T:Chinese Roulette	Macha Meril
RWF26	T:Despair	Andrea Ferreol
RWF26	T:Despair	Berhard Wicki
RWF33	T:Lili Marleen	Mel Ferrer
RWF35	T:Veronica Voss	Annemarie D\"uringer
RWF37	T:Querelle	Brad Davis
RWg10	T:Indochine	Linh Dan Pham
RWh8	T:Blonde Fever	Philip Dorn
RWh8	T:Blonde Fever	Mary Astor
RWh8	T:Blonde Fever	Marshall Thompson
RWh10	T:Till the Clouds Roll By	Lucille Bremer
RWh10	T:Till the Clouds Roll By	Mary nash
RWh15	T:Love From A Stranger	Ann Richards
RWi1	T:Mademoiselle Fifi	Norma Varden
RWi2	T:The Curse of the Cat People	Ann Carter
RWi3	T:The Body Snatchers	Boris Karloff
RWi3	T:The Body Snatchers	Bela Lugosi
RWi9	T:The Set-Up	Alan Baxter
RWi13	T:The Day the Earth Stood Still	Michael Rennie
RWi28	T:West Side Story	Natalie Wood
RWi28	T:West Side Story	Bill Bramley
RWi28	T:West Side Story	Ned Glass
RWi29	T:The Haunting	Los Maxwell
RWi31	T:The Sound of Music	Peggy Wood
RWi31	T:The Sound of Music	Anna Lee
RWi31	T:The Sound of Music	Nicholas hammond
RWi31	T:The Sound of Music	Angela Cartwright
RWi33	T:Star!	Richard Crenna
RWi33	T:Star!	Michael Craig
RWi33	T:Star!	Beryl Reid
RWi36	T:The Hindenburg	Anne Bancroft
RWi37	TZ:Audrey Rose	Marsha Mason
RWi37	TZ:Audrey Rose	Anthony Hopkins
RWi38	T:Star Trek, the Motion Picture	Persis Khambatta
RWi38	T:Star Trek, the Motion Picture	Nichelle Nichols
RWN10	T:Sherlock Holmes and the Secret Weapon	Basil Rathbone
RWN15	T:Frankenstein Meets the Wolf Man	Patric Knowles
RWN15	T:Frankenstein Meets the Wolf Man	Maria Ouspenskaya
RWN15	T:Frankenstein Meets the Wolf Man	Lionel Atwill
RWN20	T:Sherlock Holmes in Washington	Basil Rathbone
RWN24	T:Sherlock Holmes Faces Death	Basil Rathbone
RWN24	T:Sherlock Holmes Faces Death	Peter Lawford
RWN26	T:Sherlock Holmes and the Spider Woman	Basil Rathbone
RWN26	T:Sherlock Holmes and the Spider Woman	Angelo Rossitto
RWN28	T:The Scarlet Claw	Basil Rathbone
RWN30	T:The Pearl of Death	Basil Rathbone
RWN32	T:The House of Fear	Basil Rathbone
RWN32	T:The House of Fear	Aubrey Mather
RWN34	T:The Woman in Green	Basil Rathbone
RWN38	T:Pursuit to Algiers	Basil Rathbone
RWN38	T:Pursuit to Algiers	Martin Kosleck
RWN44	T:Terror by Night	Basil Rathbone
RWN44	T:Terror by Night	Alan Mowbray
RWN44	T:Terror by Night	Renee Godfrey
RWN44	T:Terror by Night	Bill Bevan
RWN44	T:Terror by Night	Mary Forbes
RWN46	T:Dressed to Kill	Basil Rathbone
RWN46	T:Dressed to Kill	Patricia Morrison
RWs10	T:Hambone and Hillie	Lillian Gish
RWs10	T:Hambone and Hillie	O.J. Simpson
RWs10	T:Hambone and Hillie	Allan Hale
RxI1	T:The Four Horsemen of the Apocalypse	Alice Terry
RxI1	T:The Four Horsemen of the Apocalypse	Alan Hale
RxI20	T:Sacaramouche	Ramon Novarro
RxI30	T:Mare Nostrum	Alice Terry
RxI30	T:Mare Nostrum	Antonio Moreno
RyB4	T:The Girl with the Hatbox	Anna Sten
RyB8	T:Rasputin and the Empress	Lionel Barrymore
RyB9	T:Hollywood Party	Lupe Velez
RyB9	T:Hollywood Party	Oliver Hardy
RyB14	T:Metropolitan	Luis Alberni
RyB16	T:Theodora Goes Wild	Melvyn Douglas
RyB17	T:The Garden of Allah	Basil Rathbone
RyB18	T:The Three Godfathers	William Robinson
RyK12	T:School for Sex	Nosher Powell
RYo10	TZ:Lassiter	Bob Hoskins
RYo12	TZ:Gulag	Malcolm McDowell
RyT55	T:The Spider's Web	Marc Lawrence
RZe1	T:Used Cars	Alfonso Arau
RZe1	T:Used Cars	Al Lewis
RZe3	T:Romancing the Stone	Alfonso Arau
RZe3	TZ:Romancing the Stone	Mary Ellen Trainor
RZe10	T:Who Framed Roger Rabbit	Bob Hoskins
RZe19	T:Forrest Gump	Mykelti Williamson
RZe20	T:Contact	Michael Chaban
RZL15	T:Susan Lenox, Her Fall and Rise	Alan Hale
RZL19	T:Riff Raff	Mickey Rooney
RZL20	T:The Great Ziegfield	Myrna Loy
RZL20	T:The Great Ziegfield	Reginald Owen
RZL20	T:The Great Ziegfield	Nat Pendleton
RZL20	T:The Great Ziegfield	Ray Bolger
RZL22	T:The Firefly	Billy Gilbert
RZL24	T:The Girl of the Golden West	Nelson Eddy
RZL24	T:The Girl of the Golden West	Olin Howland
RZL25	T:New Moon	Nelson Eddy
RZL25	T:New Moon	Mary Boland
RZL26	T:Pride and Prejudice	Mary Boland
RZL26	T:Pride and Prejudice	Melville Cooper
RZL26	T:Pride and Prejudice	Ann Rutherford
RZL26	T:Pride and Prejudice	Maureen OSullivan
RZL26	T:Pride and Prejudice	Marsha Hunt
RZL28	T:Ziegfeld Girl	Al Shean
RZL28	T:Ziegfeld Girl	Philip DForn
RZL28	T:Ziegfeld Girl	Paul Kelly
RZL31	T:Weekend at the Waldorf	Phyllis Thaxter
RZL35	T:B.F.'s Daughter	Barbara Stanwyk
RZL39	T:The Duchess of Idaho	Paula Raymond
RZL39	T:The Duchess of Idaho	Red Skelton
S5	T:Last Command	Nicholas Soussanin
S6	T:Docks of New York	Olga Baclanova
S10	T:Morocco	Marlene Dietrich
S13	T:Shanghai Express	Marlene Dietrich
S13	T:Shanghai Express	Anna May Wong
S13	T:Shanghai Express	Louise Closser Hall
S14	T:Blonde Venus	Marlene Dietrich
S15	T:The Scarlet Empress	Marlene Dietrich
S15	T:The Scarlet Empress	Louise Dresser
S17	T:The King Steps Out	Walter Connolly
S21	T:The Shanghai Gesture	Phyllis Brooks
SaD10	T:Robert Having His Nipple Pierced	Patti Smith
SaF13	T:The Crimson Kimono	Anna Lee
SaF13	T:The Crimson Kimono	Paul Dubov
SaF19	T:Dead Pigeon on Beethoven Street	Anton Diffring
SaF20	TZ:Big Red One	Mark Hamill
SaP4	TZ:The Wild Bunch	Ben Johnson
SaP11	T:The Getaway	Al Lettieri
SaP11	T:The Getaway	Ben Johnson
SaP13	TZ:Pat Garrett and Billy the Kid	Bob Dylan
SaP15	T:Killer Elite	Arthur Hill
SaP15	T:Killer Elite	Bo Hopkins
SaP19	TZ:Cross of Iron	Maximilian Schell
SaP25	TZ:Major Dundee	Michael Anderson~jr.
SaP30	T:The Osterman Weekend	Meg Foster
SaT15	T:Taming of the Shrew	Mary Pickford
SaT17	T:Coquette	Louise Beavers
SaT17	T:Coquette	Matt Moore
SaT23	T:Nothing But Trouble	Oliver Hardy
SaT23	T:Nothing But Trouble	Mary Boland
SBd10	T:Executve Decision	Oliver Platt
SBg10	T:The Picasso Summer	Albert Finney
SBg10	T:The Picasso Summer	Luis Miguel Dominguin
SBg10	T:The Picasso Summer	Peter Madden
SBs10	TZ:Phase IV	Lynne Federicks
SBs10	TZ:Phase IV	Michael Murphy
ScH10	T:Shine	Armin Stahl
ScM10	T:Waving, Not Drowning	Paul Abbott
ScW10	T:'Til There Was You	Alan Drummond
ScW10	T:'Til There Was You	Patrick Malahide
SCz10	T:La Luna en el Espejo	Rafael Benavente
SDr10	TZ:Mr.~Mom	Martin Mull
SDr10	TZ:Mr.~Mom	Ann Jillian
SE3	T:Strike	Maxim Strauch
SE3	T:Strike	Mikhail Gomarov
SE4	T:Bronenosets Potemkin	Aleksandr Antonov
SE20	T:Alexander Nevsky	Nikolai Okhlopkov
SE20	T:Alexander Nevsky	Andrei Abrikosov
SE20	TZ:Alexander Nevsky	Olga Ivasheva
SE25	T:Ivan the Terrible, part I	Nikolai Cheraskov
SE25	T:Ivan the Terrible, part I	Mikhail Nazanov
SE25	T:Ivan the Terrible, part I	Andrei Abrisokov
SeL45	T:Once Upon A Time in the West	Paolo Stoppa
SeL45	T:Once Upon A Time in the West	Lionel Stander
SET1	T:Roulette	Norman Trevor
SET1	T:Roulette	Maurice Costello
SET1	T:Roulette	Mary Carr
SET1	T:Roulette	Walter Booth
SET1	T:Roulette	Montagu Love
SET8	T:Du Barry, Woman of Passion	Norma Talmadge
SfP6	T:Hotel Deutschland	Zorn
SFr42	T:Private Lives	Norma Shearer
SFr42	T:Private Lives	Reginald Denny
SFr43	T:The Guardsman	Zasu Pitts
SFr43	T:The Guardsman	Maude Eburne
SFr43	T:The Guardsman	Ann Dvorak
SFr50	T:Dark Angel	Merle Oberon
SFr60	T:The Good Earth	Luise Rainer
SFr60	T:The Good Earth	Walter Connolly
SG33	T:Les Perles de la couronne	Marguerite Moreno
SG54	T:La Poison	Pauline Carton
SG69	T:Les Trois Font la Paire	Michel Simon
SG69	T:Les Trois Font la Paire	Pauline Carton
SGa10	T:Anthem	Rebecca Walker
SGa10	T:Anthem	Micah Wagner
SGa10	T:Anthem	Michael Stipe
SGa10	T:Anthem	Michael Spinola
SGa10	T:Anthem	Ralph Reed
SGi3	T:The Rake's Progress	Lilli Palmer
SGi3	T:The Rake's Progress	Margaret Johnson
SGi3	T:The Rake's Progress	Marie Lohr
SGi3	T:The Rake's Progress	Alan Wheatley
SGi30	T:Endless Night	Lois Maxwell
SGo10	TZ:Arthur	Liza Minnelli
SGr10	TZ:Mad Dog	Marisa Mell
SGu10	T:T:Judas Kiss	Alan Rickman
SHa7	T:Night of the Eagle	Margaret Johnston
SHa7	T:Night of the Eagle	Peter Wyngarde
SHa7	T:Night of the Eagle	Anthony Nicholls
SHa7	T:Night of the Eagle	Reginald Beckwith
SHa10	T:The Trap	Blain Fairman
SHa10	T:The Trap	Reginald MxReynolds
SHL2	T:Bloody Morning	Zhao Jun
SHo2	T:Taste of Fear	Ann Todd
SHo4	T:The Nanny	Maurice Denham
SHo4	T:The Nanny	Pamela Franklin
SHp5	T:Predator II	Maria Conchita Alonso
SHp5	T:Predator II	Bill Paxton
SHS5	TZ:Devil and Max Devlin	Bill Cosby
SHS10	T:Hostage Flight	Rene Enriquez
SHS10	T:Hostage Flight	Mitch Ryan
SIC10	T:No Orchids for Miss Blandish	Walter Crisham
SIC10	T:No Orchids for Miss Blandish	Zoe Gail
SiG10	T:Berlin in Berlin	Armin Block
SiN10	TZ:New York Nights	Bobbie Burns
SiN10	TZ:New York Nights	Peter Matthey
SiN10	TZ:New York Nights	Nicholas Cortland
SiN10	TZ:New York Nights	Marcia McBroom
SiO10	T:From the Manger to the Cross	Percy Dyer
SiO10	T:From the Manger to the Cross	Alice Hollister
SiO10	T:From the Manger to the Cross	Montague Sidney
SiO30	T:Monsieur Beaucaire	Bebe Daniels
SiO30	T:Monsieur Beaucaire	Lois Wilson
SiO30	T:Monsieur Beaucaire	Lowell Sherman
SiW8	T:Free Willy	Michael Bacall
SiW8	T:Free Willy	Michael Madsen
SiW8	T:Free Willy	Michael Ironside
SJF17	TZ:Lady Sings the Blues	Billy Dee Williams
SJF19	T:Hit!	Billy Dee Williams
SJF21	T:The Boys in Company C	Andrew Stevens
SJF21	T:The Boys in Company C	Michael Lembeck
SJF21	T:The Boys in Company C	Noble Willingham
SJF22	T:The Entity	Alex Rocco
SK2	T:Pride and the Passion	Philip vanZandt
SK3	T:The Defiant Ones	Lon Chaney~jr
SK4	T:On the Beach	Ava Gardner
SK4	T:On the Beach	Anthony Perkins
SK6	T:Judgement at Nuremberg	Maximilian Schell
SK8	T:It's a Mad Mad Mad Mad World	Milton Berle
SK8	T:It's a Mad Mad Mad Mad World	Mickey Rooney
SK8	TZ:It's a Mad Mad Mad Mad World	Phil Silvers
SK10	T:Ship of Fools	Michael Dunn
SK12	T:Guess Who's Coming to Dinner	Beah Richards
SK22	T:Bless the Beasts and Children	Barry Robin
SK22	T:Bless the Beasts and Children	Miles Chapin
SK26	T:The Domino Principle	Mickey Rooney
SKe10	T:Vegas Vacation	Randy Quaid
SKe10	T:Vegas Vacation	Wallace Shawn
SKo1	T:The Fabulous Baker Boys	Michelle Pfeiffer
SkT1	T:Kizino Kizi	Miyi Hana
SkT1	TZ:Kizino Kizi	Louise Lasser
SKw23	T:Actress	Maggie Cheung
SL3	T:That Kind of Woman	Barbara Nicholas
SL4	T:The Fugitive Kind	Marlon Brando
SL4	T:The Fugitive Kind	Anna Magnani
SL5	T:A View from the Bridge	Raymond Pellegrin
SL5	T:A View from the Bridge	Morris Carnovsky
SL7	T:Fail Safe	Walter Matthau
SL10	T:The Group	Mary RobinRedd
SL14	T:Bye Bye Braverman	Phyllis Newman
SL14	T:Bye Bye Braverman	Zohra Lampert
SL14	T:Bye Bye Braverman	Anthony Holland
SL15	T:The Appointment	Anouk Aimee
SL15	T:The Appointment	Lotte Lenya
SL19	T:The Anderson Tapes	Martin Balsam
SL19	T:The Anderson Tapes	Alan King
SL20	T:Serpico	Bill McGuire
SL21	T:Murder on the Orient Express	Albert Finney
SL21	T:Murder on the Orient Express	Martin Balsam
SL21	T:Murder on the Orient Express	Moffatt
SL23	T:Network	Peter Finch
SL23	T:Network	Ned Beatty
SL26	T:Just Tell Me What You Want	Ali MacGraw
SL26	T:Just Tell Me What You Want	Alan King
SL26	T:Just Tell Me What You Want	Myrna Loy
SL29	TZ:The Wiz	Michael Jackson
SL29	TZ:The Wiz	Nipsey Russell
SL29	TZ:The Wiz	Mabel King
SL35	TZ:The Verdict	Paul Newman
SL35	T:The Verdict	Lindsay crouse
SL39	TZ:Daniel	Amanda Plummer
SL39	TZ:Daniel	Mandy Patinkin
SL39	TZ:Daniel	Lindsay Crouse
SL44	T:The Morning After	Raoul Julia
SL52	T:Q and A	Patrick ONeal
SL52	T:Q and A	Armand Assante
SL52	T:Q and A	Paul Calderon
SL59	T:Night Falls on Manhattan	Andy Garcia
SL59	T:Night Falls on Manhattan	Richard Dreyfus
SL60	T:Critical Care	Anne Bancroft
SL60	T:Critical Care	Albert Brooks
SLa2	T:Moulin Rouge	Andrew Tombes
SLa3	T:King of Burlesque	Mona Barrie
SLa3	T:King of Burlesque	Arline Judge
SLa10	T:Wake Up and Live	Ben Bernie
SLa10	T:Wake Up and Live	Patsy Kelly
SLa10	T:Wake Up and Live	Ned Sparks
SLa10	T:Wake Up and Live	Walter Catlett
SLa10	T:Wake Up and Live	Miles Mander
SLa14	T:The Hound of the Baskervilles	Basil Rathbone
SLa14	T:The Hound of the Baskervilles	Beryl Mercer
SLa14	T:The Hound of the Baskervilles	Ralph Forbes
SLa14	T:The Hound of the Baskervilles	Mary Gordon
SLa20	T:My Favourite Blonde	Bob Hope
SLa20	T:My Favourite Blonde	Madelaine Carroll
SLa20	T:My Favourite Blonde	Lionel Royce
SLa20	T:My Favourite Blonde	Walter Kingsford
SLa22	T:The Meanest Man in the World	Piscilla Lane
SLa22	T:The Meanest Man in the World	Anne Revere
SlB10	T:Love Serenade	Miranda Otto
SlD10	T:K\"uhle Wampe	Martha Wolter
SlD10	T:K\"uhle Wampe	Max Schlotzki
SLe10	T:Double Impact	Philip Chan Yan
SlT10	TZ:Liquid Sky	Anne Carlisle
SlT10	TZ:Liquid Sky	Paula Sheppard
SM1	T:Whiskey Galore	Basil Radford
SM3	T:The Man in The White Suit	Michael Gough
SM4	T:Mandy	Phyllis Calvert
SM4	T:Mandy	Mandy Miller
SM7	T:The Sweet Smell of Success	Martin Milner
SM7	T:The Sweet Smell of Success	Barbara Nichols
SMa10	TZ:A Shining Season	Allyn Ann McLerie
SMf10	T:The Apple	Azizeh Mohamadi
SNe3	T:The Monster Maker	Ralph Morgan
SNo10	T:Blade	N'Bushe Wright
SNz10	T:Georgy Girl	Alan Bates
SNz10	T:Georgy Girl	Bill Owen
SNz10	T:Georgy Girl	Rachel Kempson
SOe15	T:Nothing to Loose	Martin Lawrence
SP25	T:Castle Keep	Peter Falk
SP25	T:Castle Keep	Patrick ONeal
SP25	T:Castle Keep	Al Freeman~jr
SP33	T:This Property is Condemmed	Natalie Wood
SP35	T:They Shoot Horses, Don't They?	Bonnie Bedelia
SP35	T:They Shoot Horses, Don't They?	Red Buttons
SP35	T:They Shoot Horses, Don't They?	Allyn Ann McLerie
SP40	TZ:Jeremiah Johnson	Allyn Ann McLerie
SP46	T:The Way We Were	Patrick ONeal
SP46	T:The Way We Were	Lois Chiles
SP46	T:The Way We Were	Bradford Dillman
SP46	T:The Way We Were	Murray Hamilton
SP49	TZ:Bobby Deerfield	Al Pacino
SP49	TZ:Bobby Deerfield	Marthe Keller
SP49	TZ:Bobby Deerfield	Ann Duprey
SP55	T:Absence of Malice	Barry Primus
SP55	T:Absence of Malice	Luther Adler
SP61	T:Out of Africa	Meryl Streep
SP61	T:Out of Africa	Malick Bowes
SP61	T:Out of Africa	Malick Bowes
SP65	T:Havana	Alan Arkin
SP65	T:Havana	Raul Julia
SP70	TZ:	Mark Rosenberg
SP70	TZ:	Luis Mandoki
SpJ1	T:She's Gotta Have It	Bill Lee
SpJ3	T:Do The Right Thing	Bill Nunn
SpJ3	T:Do The Right Thing	Ossie Davis
SpJ4	T:`Mo' Better Blues	Bill Lee
SpJ5	T:Jungle Fever	Anthony Quinn
SpJ5	T:Jungle Fever	Ossie Davis
SpJ7	T:Malcolm X	Ozzie Davis
SpJ7	T:Malcolm X	Albert Hall
SpJ11	T:He Got Game	Mille Jovovich
SpJ11	T:He Got Game	Bill Nunn
SpJ11	T:He Got Game	Zeloi Harris
SpJ11	T:He Got Game	Lonette McKee
SPo2	T:Let's Do it Again	Ossie Davis
SPt10	T:Orlando	Quentin Crisp
SPt10	T:Orlando	Lothaire Bluteau
SPt10	T:Orlando	Billy Zane
SPv10	T:The Waltz King	Peter Kraus
SR15	T:Aparajito	Pinakaj Sengupta
SR20	T:Jalsaghar	Padma Devi
SR20	T:Jalsaghar	Pinakai Sen Gupta
SR30	T:Devi	Purnendu Mukherjee
SR32	T:Samapti	Aparna Das Gupta
SR35	T:Charulata	Bholanath
SR36	T:Kapurush o Mahapurush	Madhabi Mukherjee
SR38	T:The Hero	Babita
SRa5	T:The Buddy Holly Story	Paul Mooney
SRa5	T:The Buddy Holly Story	Albert Popwell
SRf20	TZ:The Ice Pirates	Mary Crosby
SRf20	TZ:The Ice Pirates	Michael D. Roberts
SRf21	TZ:The Philadelphia Experiment	Michael Pare
SRf21	TZ:The Philadelphia Experiment	Nancy Allen
SRf21	T:The Philadelphia Experiment	Bobby diCicco
SRf21	T:The Philadelphia Experiment	Louise Latham
SRi18	T:A Simple Plan	Billy Bob Thornton
SRm1	T:Blood Bath	Marissa Mathes
SRm1	T:Blood Bath	Patrick Magee
SRo2	T:Road Hog	Richard Chulenkan
SRo2	T:Road Hog	Brad Weston
SRo3	T:Backward, Turn Backward	Phyllis Love
SRo5	T:The Man With Two Faces	Bethel Leslie
SRo20	T:Cool Hand Luke	Morgan Woodward
SRo20	T:Cool Hand Luke	Ralph Waite
