STAGENM	BIRTHNM	FIRSTNM	DOB	ORIGIN	GENDER	TIME_INTERVAL_START_TIMESTAMP	TIME_INTERVAL_END_TIMESTAMP
Kenny Moore	#	#	#	\Un	M	2005-07-07 20:22:27.59	2005-07-07 21:13:03.839
Matt Moore	Moore	Matt	1888	\Am	M	2005-07-08 10:34:26.589	2005-07-08 11:36:07.589
Owen Moore	Moore	Owen	1887	\Am	M	2005-07-08 12:05:52.908	2005-07-08 13:21:11.261
Robert Moore	Moore	Robert	1927	\Am	M	2005-07-08 12:25:29.672	2005-07-08 13:49:38.922
Tom Moore	Moore	Tom	1883	\Am	M	2005-07-08 01:45:38.867	2005-07-08 02:35:47.274
Agnes Moorehead	Moorehead	Agnes	1906	\Am	F	2005-07-08 05:53:12.302	2005-07-08 06:41:29.635
Santos Morales	#	#	#	\Un	M	2005-07-08 13:35:55.229	2005-07-08 14:51:59.225
Erin Moran	#	#	#	\Un	#	2005-07-08 03:29:31.989	2005-07-08 03:58:44.473
Gerard Moran	#	#	#	\Un	M	2005-07-08 03:01:00.729	2005-07-08 03:52:45.692
Lois Moran	Moran-Young	Lois	1909	\Am	F	2005-07-08 03:50:39.626	2005-07-08 04:04:01.735
Polly Moran	Moran	Polly	1884	\Am	F	2005-07-08 02:13:15.052	2005-07-08 03:18:17.744
Agnes Morehead	#	#	#	\Un	F	2005-07-07 20:13:40.307	2005-07-07 20:25:32.896
Rina Morelli	#	#	#	\Un	F	2005-07-08 15:28:44.341	2005-07-08 15:45:51.142
Antonio Moreno	Moreno	Antonio	1886	\Sp	M	2005-07-07 18:00:18.481	2005-07-07 18:59:42.188
Rita Moreno	Alverio	Rosita Dolores	1931	\PR	F	2005-07-07 18:12:20.411	2005-07-07 19:35:59.128
Cindy Morgan	#	#	#	\Un	F	2005-07-08 05:08:23.813	2005-07-08 05:13:02.534
Debbi Morgan	#	#	#	\Un	F	2005-07-08 12:15:44.127	2005-07-08 13:28:32.743
Hank Morgan	#	#	#	\Un	M	2005-07-08 06:44:08.783	2005-07-08 07:05:24.119
Ralph Morgan	Wupperman	Ralph	1882	\Am	M	2005-07-08 01:03:00.528	2005-07-08 01:34:41.785
Sidney Morgan	#	#	#	\Un	M	2005-07-08 05:22:30.289	2005-07-08 05:54:59.568
Stafford Morgan	#	#	#	\Un	M	2005-07-07 19:43:16.253	2005-07-07 20:55:52.596
Cathy Moriarty	#	#	#	\Un	F	2005-07-08 06:23:02.866	2005-07-08 06:44:35.371
Michael Moriarty	#	#	#	\Un	M	2005-07-08 05:09:00.165	2005-07-08 06:38:37.016
Patricia Morison	Morison	Eileen	1915	\Am	F	2005-07-07 19:10:35.582	2005-07-07 19:22:04.734
Lucilla Morlacchi	#	#	#	\Un	F	2005-07-08 09:29:30.762	2005-07-08 09:41:57.695
Robert Morley	Morley	Robert	1908	\Br	M	2005-07-08 03:14:34.987	2005-07-08 03:50:31.268
Garrett Morris	#	#	#	\Un	M	2005-07-07 16:11:36.9	2005-07-07 16:21:57.653
Glenn Morris	#	#	#	#	M	2005-07-07 22:56:38.326	2005-07-07 23:12:28.268
Howard Morris	Morris	Howard	1919	\Am	M	2005-07-08 12:21:55.698	2005-07-08 12:27:42.84
Shelley Morrison	#	#	#	\Un	#	2005-07-07 21:55:07.98	2005-07-07 22:36:26.333
Doretta Morrow	Marano	Doretta	1925	\Am	F	2005-07-07 22:11:28.332	2005-07-07 23:15:49.135
Carrie Ann Morrow	Morrow	Carrie Ann	1975	\Am	F	2005-07-08 10:24:04.293	2005-07-08 11:03:24.305
Joshua Morrow	Morrow	Joshua	1975	\Am	M	2005-07-07 16:28:20.468	2005-07-07 17:43:16.042
David Morse	#	#	#	\Un	M	2005-07-08 01:59:15.69	2005-07-08 02:03:22.38
Gary Morse	#	#	#	\Un	M	2005-07-08 11:16:08.97	2005-07-08 12:28:45.597
Hilary Morse	Morse	Hilary	#	\Am	F	2005-07-08 00:26:18.647	2005-07-08 01:21:00.256
Clive Morton	Morton	Clive	1904	\Br	M	2005-07-08 14:12:16.99	2005-07-08 14:48:35.451
Ivan Mosjoukine	Mosjoukine	Ivan	1889	\Ru	M	2005-07-08 11:19:46.62	2005-07-08 12:24:42.755
Joshua Mostel	#	#	#	\Un	M	2005-07-08 12:36:04.929	2005-07-08 12:52:48.981
Judy Motulsky	#	#	#	\Un	F	2005-07-07 16:24:39.805	2005-07-07 17:30:06.635
Jane Movak	#	#	#	\Un	F	2005-07-08 02:10:02.612	2005-07-08 02:58:37.263
Cookie Mueller	Mueller	Dorothy	1939	\Am	F	2005-07-08 05:05:49.433	2005-07-08 05:53:57.935
Armin MuellerStahl	Mueller-Stahl	Armin	1930	\Ge	M	2005-07-07 22:01:15.458	2005-07-07 22:48:04.358
Gavin Muir	Muir	Gavin	1907	\Am	M	2005-07-07 16:48:05.672	2005-07-07 17:45:14.461
Diana Muldaur	Muldaur	Diana	1943	\Am	F	2005-07-08 10:45:29.002	2005-07-08 10:57:14.757
Jack Mulhall	Mulhall	Jack	1888	\Am	M	2005-07-08 02:34:50.59	2005-07-08 02:52:07.835
Martin Mull	#	#	#	\Un	M	2005-07-08 14:01:58.58	2005-07-08 14:57:11.936
Barbara Mullen	Mullen	Barbara	1914	\Ir-\Am	F	2005-07-07 16:06:50.604	2005-07-07 17:08:47.294
Meg Mundy	#	#	#	\Un	F	2005-07-07 15:53:27.908	2005-07-07 16:14:35.925
Jonathan Munk	#	#	#	\Un	M	2005-07-08 11:14:31.141	2005-07-08 11:32:33.579
Partice Munsel	Munsel	Partice	1925	\Am	F	2005-07-08 01:56:03.788	2005-07-08 02:10:22.728
Jules Munshin	Munshin	Jules	1915	\Am	M	2005-07-08 14:10:32.667	2005-07-08 14:55:53.839
Irina Muravyova	#	#	#	\Un	F	2005-07-08 09:51:17.029	2005-07-08 10:11:38.124
Richard Murdoch	Murdoch	Richard	1907	\Am	M	2005-07-07 17:08:33.213	2005-07-07 18:02:37.866
George Murdock	#	#	#	\Un	M	2005-07-07 16:08:07.161	2005-07-07 17:27:39.207
Charlie Murphy	Murphy	Charlie	#	\Un	M	2005-07-08 12:33:08.201	2005-07-08 12:41:14.109
Donald Murphy	#	#	#	\Un	M	2005-07-08 09:06:37.52	2005-07-08 09:15:17.059
George Murphy	Murphy	George	1902	\Ir-\Am	M	2005-07-07 20:50:08.046	2005-07-07 20:51:40.464
Rosemary Murphy	Murphy	Rosemary	1925	\Am	F	2005-07-08 11:36:10.649	2005-07-08 12:59:45.342
Bill Murray	#	#	#	\Un	M	2005-07-08 09:04:33.479	2005-07-08 09:32:52.35
Charlie Murray	Murray	Charlie	1872	\Am	M	2005-07-07 23:09:01.26	2005-07-07 23:41:10.959
Brian Doyle Murray	#	#	#	\Un	M	2005-07-08 11:26:34.937	2005-07-08 12:52:05.639
Don Murray	Murray	Don	1929	\Am	M	2005-07-07 19:34:36.115	2005-07-07 20:06:38.027
Mae Murray	Koenig	Marie Adrienne	1889	\Am	F	2005-07-08 10:22:19.855	2005-07-08 11:05:53.851
Tom Murray	#	#	#	\Un	M	2005-07-08 11:32:29.206	2005-07-08 12:07:12.275
Carmel Myers	Myers	Carmel	1899	\Am	F	2005-07-08 05:00:05.168	2005-07-08 05:03:40.226
Susan Myers	#	#	#	\Un	F	2005-07-08 01:22:39.778	2005-07-08 01:49:19.844
Anne Nagel	Dolan	Anne	1912	\Am	F	2005-07-08 04:54:45.274	2005-07-08 05:13:54.285
Conrad Nagel	Nagel	Conrad	1896	\Am	M	2005-07-08 14:22:54.325	2005-07-08 15:25:42.141
Joanne Nail	#	#	#	\Un	F	2005-07-08 01:08:32.573	2005-07-08 01:24:40.284
Reggie Nalder	#	#	#	\Un	M	2005-07-08 03:46:18.088	2005-07-08 04:54:38.733
Jack Nance	#	#	#	\Un	M	2005-07-08 11:15:16.79	2005-07-08 12:15:03.603
John Nance	#	#	#	\Un	M	2005-07-08 12:40:19.257	2005-07-08 13:17:45.923
Brian Narelle	#	#	#	\Un	M	2005-07-08 05:12:15.526	2005-07-08 06:32:17.917
Owen Nares	Nares	Owen	1888	\Br	M	2005-07-07 15:47:51.476	2005-07-07 16:08:05.397
Mary Nash	Nash	Mary	1885	\Am	F	2005-07-08 04:17:37.391	2005-07-08 05:13:26.686
Stephen Nathan	#	#	#	\Un	M	2005-07-08 03:57:29.47	2005-07-08 04:47:28.27
David Naughton	#	#	#	\Un	M	2005-07-08 10:27:10.091	2005-07-08 10:31:12.123
Alla Nazimova	Nazimoff	Alla	1879	\Ru	F	2005-07-08 12:55:17.63	2005-07-08 13:45:11.321
Amedeo Nazzari	Nazzari	Amedeo	1907	\It	M	2005-07-08 06:38:54.984	2005-07-08 07:22:26.279
Kay Nebel	Nebel	Kay	1889	\Ge	M	2005-07-07 18:07:34.761	2005-07-07 19:12:03.663
Audrie J. Neenan	#	#	#	\Un	#	2005-07-08 08:58:52.068	2005-07-08 09:12:18.388
Kay Neer	#	#	#	\Un	F	2005-07-08 00:02:24.639	2005-07-08 00:20:20.632
Liam Neeson	Neeson	Liam	#	\Ir	M	2005-07-07 16:18:57.885	2005-07-07 17:16:21.02
Little Nell	#	#	#	\Un	F	2005-07-08 08:04:40.962	2005-07-08 08:45:42.623
Kate Nelligan	Nelligan	Kate	1951	\Ca	F	2005-07-08 02:19:00.505	2005-07-08 02:49:08.397
Barry Nelson	Neilson	Robert	1920	\Am	M	2005-07-08 06:58:30.95	2005-07-08 08:22:20.558
Bob Nelson	#	#	#	\Un	M	2005-07-07 18:39:21.459	2005-07-07 18:49:46.685
David Nelson	#	#	1947	\Un	M	2005-07-07 17:28:31.653	2005-07-07 18:01:52.28
Gene Nelson	Berg	Leander	1920	\Am	M	2005-07-08 14:05:02.022	2005-07-08 15:29:58.544
Judd Nelson	Nelson	#	1959	\Un	M	2005-07-07 20:06:29.953	2005-07-07 20:43:34.403
Kenneth Nelson	#	#	#	\Un	M	2005-07-08 12:35:57.781	2005-07-08 13:31:09.434
Richard Nelson	#	#	#	\Un	M	2005-07-08 03:38:29.321	2005-07-08 04:15:08.878
Rick Nelson	Nelson	Rick	1940	\Am	M	2005-07-08 13:02:19.292	2005-07-08 14:10:39.9
Rosalba Neri	#	#	#	\Un	F	2005-07-08 12:59:08.987	2005-07-08 14:22:43.788
Tommaso Neri	#	#	#	\Un	M	2005-07-08 03:17:04.577	2005-07-08 04:11:41.598
Robert Neuman	#	#	#	\Un	M	2005-07-08 00:07:18.019	2005-07-08 00:47:47.704
Paul Nevens	#	#	#	\Un	M	2005-07-08 01:04:51.754	2005-07-08 01:41:04.236
Carol Irene Newell	#	#	#	\Un	F	2005-07-08 10:51:06.338	2005-07-08 11:43:46.462
John Newland	Newland	John	1916	\Am	M	2005-07-08 03:26:57.704	2005-07-08 03:52:40.624
Anthony Newlands	Newlands	Anthony	1926	\Br	M	2005-07-08 01:22:25.77	2005-07-08 02:48:45.033
Anthony Newley	Newley	Anthony	1931	\Br	M	2005-07-07 17:17:04.592	2005-07-07 18:39:48.945
Lorraine Newman	#	#	#	\Un	F	2005-07-08 03:40:06.949	2005-07-08 04:14:41.801
Rachel Newman	Rachel	Newman	#	#	F	2005-07-08 02:04:52.075	2005-07-08 03:16:44.53
Scott Newman	Scott	Newman	#	#	F	2005-07-08 15:29:41.974	2005-07-08 16:42:48.013
Julie Newmar	Newmeyer	Julia	1930	\Am	F	2005-07-08 14:02:23.363	2005-07-08 15:14:28.513
Robert Newton	Newton	Robert	1905	\Br	M	2005-07-08 12:39:06.839	2005-07-08 13:38:54.138
Olivia NewtonJohn	Newton-John	Olivia	1948	\Br	F	2005-07-08 00:30:48.35	2005-07-08 00:49:20.291
Marie Ney	Ney	Marie	1895	\Br	M	2005-07-08 09:02:51.681	2005-07-08 09:59:33.165
Richard Ney	Ney	Richard	1917	\Am	M	2005-07-08 04:55:36.839	2005-07-08 06:25:21.893
Haing S. Ngor	#	#	#	\Un	M	2005-07-08 10:19:09.802	2005-07-08 11:23:12.118
Barbara Nichols	Nichols	Barbara	1929	\Am	F	2005-07-07 18:06:24.327	2005-07-07 18:31:22.174
Britt Nichols	#	#	#	\Un	F	2005-07-07 23:01:50.185	2005-07-07 23:38:01.522
Nichelle Nichols	#	#	#	\Un	F	2005-07-08 05:51:41.235	2005-07-08 06:31:37.767
Daria Nicolodi	#	#	#	\Un	F	2005-07-08 00:09:44.245	2005-07-08 01:03:26.629
Asta Nielsen	Nielsen	Asta	1882	\Da	F	2005-07-07 18:53:31.551	2005-07-07 20:15:43.93
Brigitte Nielsen	Nielsen	Brigitte	#	\Un	F	2005-07-08 02:44:06.731	2005-07-08 04:04:09.499
Lisa Niemi	Niemi	Lisa	#	\Am	F	2005-07-08 10:20:20.528	2005-07-08 11:00:38.764
Gertrude Niesen	Niesen	Gertrude	1912	\Am	F	2005-07-08 15:08:51.374	2005-07-08 15:27:03.811
John Niland	#	#	#	\Un	M	2005-07-08 03:14:40.335	2005-07-08 04:08:15.562
Anna Q. Nilsson	Nilsson	Anna Q.	1889	\Sw	F	2005-07-07 22:40:05.929	2005-07-07 23:34:25.352
Leonard Nimoy	#	#	#	\Un	M	2005-07-08 08:39:20.25	2005-07-08 09:18:46.325
Derek Nimmo	Nimmo	Derek	1931	\Br	M	2005-07-08 00:33:04.816	2005-07-08 01:21:19.726
Cynthia Nixon	#	#	#	\Un	F	2005-07-07 16:02:13.812	2005-07-07 17:10:03.165
Marni Nixon	Nixon	Marni	1929	\Am	F	2005-07-08 12:45:04.357	2005-07-08 14:00:38.898
Nancy Lee Noble	#	#	#	\Un	F	2005-07-08 10:11:16.445	2005-07-08 10:26:52.991
Trisha Noble	#	#	#	\Un	F	2005-07-07 15:40:26.934	2005-07-07 15:54:58.462
Natalie Nogulich	#	#	#	\Un	F	2005-07-08 08:41:52.028	2005-07-08 09:59:28.862
John Nolan	#	#	#	\Un	M	2005-07-08 07:44:39.331	2005-07-08 08:50:49.134
Nick Nolte	Nolte	Nick	1941	\Am	M	2005-07-07 19:37:13.97	2005-07-07 20:50:05.991
Mike Nomad	#	#	#	\Un	M	2005-07-08 14:24:32.752	2005-07-08 14:49:55.278
Christine Noonan	#	#	#	\Un	F	2005-07-08 11:04:37.781	2005-07-08 12:28:03.895
Christine Norden	Thornton	Maria Lydia	1924	\Am	F	2005-07-08 15:11:54.444	2005-07-08 16:05:15.553
Jack Norman	#	#	#	\Un	M	2005-07-08 08:41:24.895	2005-07-08 08:50:02.396
Christopher Norris	#	#	#	\Un	M	2005-07-08 02:48:26.167	2005-07-08 04:14:46.644
Chuck Norris	Norris	Chuck	1939	\Am	M	2005-07-08 07:23:34.659	2005-07-08 08:01:34.558
Mike Norris	#	#	#	\Un	M	2005-07-08 10:37:27.335	2005-07-08 11:20:26.861
Harry Northup	#	#	#	\Un	M	2005-07-08 06:58:37.695	2005-07-08 08:03:43.879
Michael Nouri	#	#	#	\Un	M	2005-07-08 14:58:56.144	2005-07-08 16:07:43.749
Ramon Novarro	Samaniegos	Ramon	1899	\Me	M	2005-07-08 06:55:03.79	2005-07-08 07:03:44.446
Jay Novello	Novello	Jay	1905	\Am	M	2005-07-08 07:41:32.738	2005-07-08 08:10:14.331
Elliott Nugent	Nugent	Elliott	1899	\Am	M	2005-07-07 21:57:18.89	2005-07-07 22:09:36.836
Terri Nunn	#	#	#	\Un	F	2005-07-08 14:15:01.342	2005-07-08 14:27:11.93
France Nuyen	Nuyen	France	1939	\Fr	M	2005-07-08 03:11:05.371	2005-07-08 04:24:12.105
Will Nye	#	#	#	\Un	M	2005-07-07 19:53:42.902	2005-07-07 21:18:59.275
Wheeler Oakman	Eichelberger	Vivian	1890	\Am	F	2005-07-08 14:45:14.977	2005-07-08 15:13:07.575
Cicely Oates	#	#	#	\Un	F	2005-07-08 10:09:00.992	2005-07-08 10:11:37.658
Dan OBannon	O'Bannon	Dan	#	\Un	M	2005-07-08 12:16:48.922	2005-07-08 13:32:53.757
Ana Obregon	#	#	#	\Un	F	2005-07-08 08:17:47.002	2005-07-08 08:42:53.09
Maria OBrien	O'Brien	Maria	#	\Un	F	2005-07-07 23:22:26.031	2005-07-08 00:30:05.462
Andrea Occhipinti	#	#	#	\Un	F	2005-07-08 14:48:38.129	2005-07-08 14:51:49.835
Taffy OConnell	O'Connell	Taffy	#	\Un	F	2005-07-07 19:06:31.239	2005-07-07 20:16:32.626
Donald OConnor	O'Connor	Donald	1925	\Am	M	2005-07-08 06:30:41.06	2005-07-08 07:09:50.857
Kevin OConnor	O'Connor	Kevin	#	\Un	M	2005-07-08 04:20:45.372	2005-07-08 04:25:13.264
Tim OConnor	O'Connor	Tim	1927	\Un	M	2005-07-07 18:39:22.332	2005-07-07 19:58:06.955
Una OConnor	O'Connor	Una	1880	\Ir	F	2005-07-08 05:28:57.279	2005-07-08 06:49:12.583
Carroll ODea	O'Dea	Carroll	#	\Un	#	2005-07-08 11:06:59.929	2005-07-08 11:44:28.745
Denis ODea	O'Dea	Denis	1905	\Ir	M	2005-07-08 13:36:55.601	2005-07-08 14:46:21.565
Judith ODea	O'Dea	Judith	#	\Un	F	2005-07-08 11:23:38.819	2005-07-08 12:47:31.969
Mary Odette	Goimbault	Mary	1901	\Fr	F	2005-07-07 22:37:16.965	2005-07-07 22:48:09.996
Chris ODonnell	O'Donnell	Chris	#	\Un	M	2005-07-08 04:28:36.549	2005-07-08 05:31:19.864
Lani OGrady	O'Grady	Lani	#	\Un	F	2005-07-08 13:59:31.133	2005-07-08 14:01:49.234
Catherine OHara	O'Hara	Catherine	#	\Un	F	2005-07-08 02:52:46.518	2005-07-08 03:24:28.179
Maureen OHara	Fitzsimmons	Maureen	1920	\Ir	F	2005-07-08 05:20:00.945	2005-07-08 05:47:27.638
Michael OKeefe	O'Keefe	Michael	#	\Un	M	2005-07-08 13:36:30.572	2005-07-08 14:45:04.43
Miles OKeefe	O'Keefe	Miles	#	\Un	M	2005-07-07 20:17:28.942	2005-07-07 20:35:23.486
Lilian Oldland	Oldland	Lilian	1905	\Br	F	2005-07-07 18:45:04.053	2005-07-07 19:31:23.874
Michael OLeary	O'Leary	Michael	#	\Un	M	2005-07-08 00:16:43.866	2005-07-08 01:00:20.496
Lena Olin	#	#	#	\Un	F	2005-07-07 21:32:54.112	2005-07-07 22:46:32.954
Barret Oliver	#	#	#	\Un	M	2005-07-08 07:26:54.134	2005-07-08 07:36:14.637
Edna May Oliver	Cox-Oliver	Edna May	1883	\Am	F	2005-07-07 20:55:05.974	2005-07-07 21:17:13.007
Paul Olivier	#	#	#	\Un	M	2005-07-07 21:29:26.685	2005-07-07 21:40:30.855
Susan Olivier	#	#	#	\Am	F	2005-07-08 07:22:33.735	2005-07-08 07:31:46.473
Edward James Olmes	#	#	#	\Un	M	2005-07-08 15:01:23.241	2005-07-08 16:06:04.711
Colleen ONeil	O'Neil	Colleen	#	\Un	F	2005-07-08 03:15:09.726	2005-07-08 04:25:13.332
James ONeil	O'Neil	James K.	#	\Un	M	2005-07-07 22:56:27.794	2005-07-07 22:56:54.144
Cynthia ONeil	O'Neil	CynthiaF	#	\Un	#	2005-07-07 18:15:04.15	2005-07-07 18:24:26.346
Nance ONeil	O'Neil	Nance	1875	\Am	F	2005-07-08 09:26:17.627	2005-07-08 09:36:21.817
Shannon ONeil	O'Neil	Shannon	#	\Un	#	2005-07-08 01:53:07.531	2005-07-08 02:30:33.155
Tricia ONeil	O'Neil	Tricia	#	\Un	F	2005-07-08 05:54:28.834	2005-07-08 06:54:16.849
Dick ONeill	O'Neill	Dick	#	\Un	M	2005-07-08 04:05:08.705	2005-07-08 04:44:20.096
Jennifer ONeill	O'Neill	Jennifer	#	\Un	F	2005-07-07 23:04:08.055	2005-07-07 23:36:51.007
Henry ONeill	O'Neill	Henry	1891	\Am	M	2005-07-07 17:47:48.512	2005-07-07 18:49:56.246
James ONeill	O'Neill	James	1847	\Am	M	2005-07-07 22:41:08.006	2005-07-07 23:27:16.174
Remy ONeill	O'Neill	Remy	#	\Un	F	2005-07-08 01:13:03.491	2005-07-08 01:53:51.175
Yoko Ono	#	#	#	\Un	F	2005-07-08 03:46:19.118	2005-07-08 04:42:53.734
David Opatoshu	Opatosky	David	1918	\Am	M	2005-07-08 03:52:45.815	2005-07-08 04:14:15.053
Don Opper	#	#	#	\Un	M	2005-07-08 09:13:56.528	2005-07-08 09:58:20.219
Kathleen ORegan	O'Regan	Kathleen	#	\Un	F	2005-07-08 03:40:29.773	2005-07-08 04:45:58.635
Brefni ORourke	O'Rourke	Brefni	1889	\Br	M	2005-07-07 23:18:34.584	2005-07-08 00:36:03.593
Jack ORourke	O'Rourke	Jack	#	\Un	M	2005-07-08 08:34:45.716	2005-07-08 09:50:18.27
Umberto Orsini	#	#	#	\Un	F	2005-07-08 12:24:30.789	2005-07-08 13:35:34.078
Mechu Ortiz	#	#	#	\Un	#	2005-07-07 17:05:23.021	2005-07-07 18:05:58.971
Michael OShea	O'Shea	Michael	1906	\Am	F	2005-07-08 01:50:32.672	2005-07-08 02:12:57.653
Missy OShea	O'Shea	Missy	#	\Un	F	2005-07-08 04:16:19.786	2005-07-08 04:44:44.193
Jeff Osterhage	#	#	#	\Un	M	2005-07-08 03:34:02.281	2005-07-08 04:48:18.655
Robert Osth	#	#	#	\Un	M	2005-07-08 09:17:57.519	2005-07-08 09:58:50.849
Maureen OSullivan	O'Sullivan	Maureen	1911	\Ir	F	2005-07-07 23:09:00.486	2005-07-08 00:06:08.986
Peter OToole	O'Toole	Peter	1932	\Br	M	2005-07-07 21:37:37.382	2005-07-07 23:05:01.816
Fred Ott	Ott	Fred	1860	\Am	M	2005-07-07 23:34:12.972	2005-07-07 23:43:22.956
Rafaela Ottiano	Ottiano	Rafaela	1894	\It	F	2005-07-08 01:39:02.743	2005-07-08 02:15:14.487
Brian Oulton	Oulton	Brian	1908	\Br	M	2005-07-08 04:10:48.104	2005-07-08 05:27:13.072
Maria Ouspenskaya	Ouspenskaya	Maria	1876	\Ru	F	2005-07-08 05:48:43.143	2005-07-08 05:52:19.062
Frank Overton	#	#	#	\Un	M	2005-07-07 23:22:33.032	2005-07-07 23:31:42.753
Tony Owen	#	#	#	\Un	#	2005-07-07 17:18:00.747	2005-07-07 17:40:59.001
David Oxley	Oxley	David	1929	\Br	M	2005-07-08 00:47:03.528	2005-07-08 01:33:58.374
Frank Oz	Oznowicz	Frank	1944	\Br	M	2005-07-07 17:15:37.895	2005-07-07 17:53:30.781
Joanna Pacula	#	#	#	\Un	F	2005-07-08 04:59:56.828	2005-07-08 06:13:08.802
Anita Page	#	#	#	\Un	F	2005-07-08 01:00:58.183	2005-07-08 02:30:44.81
Marcel Pagliero	Pagliero	Marcelo	#	\Ct	M	2005-07-07 17:00:03.383	2005-07-07 17:31:48.475
Jacqueline Pagnol	#	#	#	\Un	F	2005-07-08 07:55:20.088	2005-07-08 08:06:42.072
Dre Pahich	#	#	#	\Un	#	2005-07-07 19:09:57.814	2005-07-07 19:25:20.166
Nestor Paiva	Paiva	Nestor	1905	\Am	M	2005-07-08 02:03:42.308	2005-07-08 02:25:33.311
Anita Pallenberg	#	#	#	\Un	F	2005-07-07 19:11:42.925	2005-07-07 20:11:56.664
Eugene Pallette	Pallette	Eugene	1889	\Am	M	2005-07-07 21:38:09.609	2005-07-07 23:03:04.768
Betsy Palmer	Brumek	Patricia	1929	\Am	F	2005-07-08 05:14:02.635	2005-07-08 06:29:59.562
Gregg Palmer	Lee	Palmer	1927	\Am	M	2005-07-08 11:48:17.653	2005-07-08 12:56:51.541
Gwyneth Paltrow	Paltrow	Gwyneth	1973	\Am	F	2005-07-08 00:53:14.668	2005-07-08 01:37:13.137
Stuart Pankin	#	#	#	\Un	M	2005-07-08 02:35:31.072	2005-07-08 03:21:46.522
Joe Pantoliano	#	#	#	\Un	M	2005-07-07 20:49:00.539	2005-07-07 20:53:01.563
Paul Panzer	Panzer	Paul	1872	\Am	M	2005-07-08 04:46:15.142	2005-07-08 04:54:42.616
Tatania Papamoskou	Papamoskou	Tatania	1964	\Gr	F	2005-07-08 06:05:48.898	2005-07-08 07:15:36.265
Irene Papas	Papas	Irene	1926	\Gr	F	2005-07-08 10:31:07.552	2005-07-08 11:39:20.15
Don Pardo	#	#	#	\Un	M	2005-07-08 00:47:34.544	2005-07-08 01:06:00.08
Michael Pare	#	#	#	\Un	M	2005-07-07 21:14:29.725	2005-07-07 21:47:44.189
Jerry Paris	Paris	Jerry	1925	\Am	M	2005-07-07 17:24:34.117	2005-07-07 17:44:49.517
Barnett Parker	Parker	Barnett	1890	\Br	M	2005-07-07 23:52:37.346	2005-07-08 01:17:39.983
MaryLoise Parker	Parker	Mary-Loise	1960	\Am	F	2005-07-08 10:12:06.333	2005-07-08 10:21:25.74
Sarah Jessica Parker	Parker	Sarah Jessica Parker	#	\Am	F	2005-07-07 17:49:39.707	2005-07-07 18:12:49.127
Dita Parlo	Kornstadt	Gerthe	1906	\Ge	F	2005-07-08 06:21:49.238	2005-07-08 06:39:33.91
Leslie Parrish	#	#	#	\Un	F	2005-07-07 20:29:42.94	2005-07-07 21:03:22.254
Louella Parsons	Oettinger	L.	#	\Am	#	2005-07-07 15:48:22.688	2005-07-07 16:36:36.862
Michael Pataki	#	#	#	\Un	M	2005-07-08 11:22:55.77	2005-07-08 11:44:57.573
Christopher Pate	#	#	#	\Un	M	2005-07-08 08:11:16.321	2005-07-08 08:50:00.714
Michael Pate	Pate	Michael	1920	\Au	M	2005-07-07 17:50:21.055	2005-07-07 18:50:57.93
Mandy Patinkin	#	#	#	\Un	F	2005-07-07 18:43:08.61	2005-07-07 20:09:01.89
Charles Paton	#	#	#	\Un	M	2005-07-07 23:27:51.437	2005-07-08 00:07:32.623
Dennis Patrick	#	#	#	\Am	M	2005-07-08 01:26:59.833	2005-07-08 01:43:11.066
Luana Patten	Patten	Luana	1938	\Am	F	2005-07-08 10:20:56.786	2005-07-08 10:31:19.135
Lee Patterson	Patterson	Lee	1929	\Ca	M	2005-07-08 07:26:18.579	2005-07-08 08:18:21.183
Lorna Patterson	#	#	#	\Un	F	2005-07-08 08:23:03.14	2005-07-08 09:51:00.781
Mark Patton	#	#	#	\Un	M	2005-07-08 10:04:12.798	2005-07-08 10:19:51.907
Rosemary Paul	#	#	#	\Un	F	2005-07-08 10:12:13.37	2005-07-08 10:37:29.181
Scott Paulin	#	#	#	\Un	M	2005-07-08 02:54:38.448	2005-07-08 03:28:20.872
Morgan Paull	#	#	#	\Un	#	2005-07-08 01:18:32.999	2005-07-08 01:24:33.394
Pat Paulsen	#	#	#	\Un	#	2005-07-08 02:08:41.848	2005-07-08 02:29:28.463
Anika Pavel	#	#	#	\Un	F	2005-07-08 13:46:11.7	2005-07-08 14:13:18.075
Anna Pavlova	#	#	#	\Un	F	2005-07-08 10:30:35.615	2005-07-08 11:57:58.078
Katina Paxinou	Constantopoulos	Katina	1900	\Gr	F	2005-07-07 22:00:30.616	2005-07-07 22:25:03.74
Alice Pearch	Pearch	Alice	1913	\Am	F	2005-07-08 01:53:38.618	2005-07-08 02:37:19.699
Eric Pearce	Pearce	Sir Eric	#	\Un	M	2005-07-08 10:17:23.606	2005-07-08 10:41:34.621
Jacqueline Pearce	#	#	#	\Un	F	2005-07-08 08:33:50.671	2005-07-08 08:53:46.571
Patricia Pearcy	#	#	#	\Un	F	2005-07-08 09:11:24.02	2005-07-08 09:38:54.485
Jesse Pearson	#	#	#	\Un	M	2005-07-07 19:51:28.93	2005-07-07 20:22:26.929
Charles Peel	#	#	#	\Un	M	2005-07-07 22:59:45.235	2005-07-07 23:22:57.94
David Peel	#	#	1920	#	M	2005-07-07 17:37:17.595	2005-07-07 17:57:41.415
Joan Peers	#	#	#	\Un	F	2005-07-07 20:17:06.864	2005-07-07 20:29:53.011
